Suburb,Rooms,Type,Price,Date,Distance,Bathroom,Car,BuildingArea,Regionname,Age
Bentleigh East,2,h,825000,2016,13.9,2,1,125,Southern Metropolitan,8
Bentleigh East,2,u,746000,2016,13.9,1,2,95,Southern Metropolitan,14
Bentleigh East,5,h,1275000,2016,13.9,2,2,190,Southern Metropolitan,56
Bentleigh East,3,u,1025000,2017,13.9,2,2,120,Southern Metropolitan,18
Bentleigh East,2,u,495000,2016,13.9,1,1,79,Southern Metropolitan,36
Bentleigh East,4,h,1220000,2016,13.9,2,2,178,Southern Metropolitan,66
Bentleigh East,3,h,885000,2016,13.9,1,2,110,Southern Metropolitan,66
Bentleigh East,3,t,830000,2016,13.9,2,2,141,Southern Metropolitan,4
Bentleigh East,4,t,1210000,2016,13.9,3,2,222,Southern Metropolitan,2
Bentleigh East,4,t,1160000,2016,13.9,2,2,180,Southern Metropolitan,10
Bentleigh East,3,h,1215000,2016,13.9,2,3,110,Southern Metropolitan,46
Bentleigh East,4,h,1200000,2016,13.9,2,2,191,Southern Metropolitan,56
Bentleigh East,3,h,1050000,2016,13.9,2,2,140,Southern Metropolitan,66
Bentleigh East,5,h,950000,2016,13.9,2,4,146,Southern Metropolitan,66
Bentleigh East,3,h,1338000,2016,13.9,2,2,177,Southern Metropolitan,46
Bentleigh East,2,u,651000,2016,13.9,1,1,150,Southern Metropolitan,56
Bentleigh East,3,h,1390000,2016,13.9,2,2,118,Southern Metropolitan,56
Bentleigh East,3,h,1100000,2016,13.9,1,2,163,Southern Metropolitan,61
Bentleigh East,4,h,1206000,2016,13.9,1,1,138,Southern Metropolitan,76
Bentleigh East,4,h,1415000,2016,13.9,2,2,177,Southern Metropolitan,46
Bentleigh East,4,t,1185000,2016,13.9,2,2,207,Southern Metropolitan,4
Bentleigh East,4,t,1060000,2016,13.9,3,1,166,Southern Metropolitan,56
Bentleigh East,3,h,845000,2016,13.9,2,2,145,Southern Metropolitan,18
Bentleigh East,3,t,860000,2016,13.9,2,1,117,Southern Metropolitan,21
Bentleigh East,3,t,921000,2016,13.9,2,2,140,Southern Metropolitan,7
Bentleigh East,2,h,742500,2016,13.9,1,1,135,Southern Metropolitan,56
Bentleigh East,3,h,920000,2016,13.9,2,2,120,Southern Metropolitan,66
Bentleigh East,2,h,702000,2016,13.9,1,1,102,Southern Metropolitan,56
Bentleigh East,3,t,805000,2016,13.9,2,1,117,Southern Metropolitan,16
Bentleigh East,4,h,1100000,2016,13.9,2,1,190,Southern Metropolitan,12
Bentleigh East,3,h,1050000,2016,13.9,1,4,131,Southern Metropolitan,66
Bentleigh East,2,h,722000,2016,13.9,2,1,79,Southern Metropolitan,11
Bentleigh East,3,h,930000,2016,13.9,1,2,133,Southern Metropolitan,56
Bentleigh East,3,h,921000,2016,13.9,2,1,119,Southern Metropolitan,16
Bentleigh East,4,h,1035000,2016,13.9,1,2,160,Southern Metropolitan,66
Bentleigh East,4,h,1352000,2016,13.9,2,2,196,Southern Metropolitan,66
Bentleigh East,4,t,1005000,2016,13.9,2,2,205,Southern Metropolitan,10
Bentleigh East,5,h,1600000,2016,13.9,2,2,315,Southern Metropolitan,86
Bentleigh East,3,h,1200000,2016,13.9,1,1,120,Southern Metropolitan,46
Bentleigh East,3,h,780000,2016,13.9,2,2,126,Southern Metropolitan,66
Bentleigh East,4,t,1250000,2016,13.9,2,2,231,Southern Metropolitan,6
Bentleigh East,4,h,1110000,2016,13.9,2,2,176,Southern Metropolitan,56
Bentleigh East,4,h,1690000,2016,13.9,2,2,165,Southern Metropolitan,66
Bentleigh East,3,u,791000,2016,13.9,3,1,122,Southern Metropolitan,66
Bentleigh East,3,h,900000,2016,13.9,1,3,140,Southern Metropolitan,76
Bentleigh East,3,t,970000,2017,13.9,2,2,156,Southern Metropolitan,17
Bentleigh East,3,h,823000,2017,13.9,2,2,143,Southern Metropolitan,14
Bentleigh East,4,t,1045000,2016,13.9,2,1,190,Southern Metropolitan,6
Bentleigh East,2,u,655000,2016,13.9,1,1,80,Southern Metropolitan,16
Bentleigh East,5,h,1550000,2016,13.9,3,2,257,Southern Metropolitan,66
Bentleigh East,3,h,835000,2016,13.9,1,1,105,Southern Metropolitan,36
Bentleigh East,4,t,1465000,2016,13.9,2,2,256,Southern Metropolitan,1
Bentleigh East,3,h,910000,2016,13.9,1,1,96,Southern Metropolitan,66
Bentleigh East,3,u,920000,2016,13.9,2,1,123,Southern Metropolitan,9
Bentleigh East,3,t,935000,2016,13.9,2,2,160,Southern Metropolitan,4
Bentleigh East,3,h,977000,2016,13.9,1,2,163,Southern Metropolitan,46
Bentleigh East,3,h,1352000,2016,13.9,1,2,122,Southern Metropolitan,66
Bentleigh East,4,h,1115000,2016,13.9,2,2,160,Southern Metropolitan,56
Bentleigh East,3,h,1197000,2016,13.9,1,2,147,Southern Metropolitan,67
Bentleigh East,4,h,1365000,2016,13.9,1,1,151,Southern Metropolitan,56
Bentleigh East,4,h,1698888,2016,13.9,2,2,337,Southern Metropolitan,10
Bentleigh East,3,u,870000,2016,13.9,2,2,150,Southern Metropolitan,5
Bentleigh East,3,h,1161000,2016,13.9,2,3,168,Southern Metropolitan,66
Bentleigh East,3,h,1266000,2016,13.9,1,3,146,Southern Metropolitan,46
Bentleigh East,3,t,700000,2016,13.9,2,2,200,Southern Metropolitan,8
Bentleigh East,4,t,1325000,2017,13.9,4,2,265,Southern Metropolitan,5
Bentleigh East,3,u,770000,2017,13.9,2,1,132,Southern Metropolitan,12
Bentleigh East,4,h,1175000,2017,13.9,2,2,158,Southern Metropolitan,37
Bentleigh East,3,h,1200000,2017,13.9,1,1,120,Southern Metropolitan,57
Bentleigh East,4,h,1370000,2017,13.9,1,2,196,Southern Metropolitan,47
Bentleigh East,4,h,1433500,2017,13.9,1,1,186,Southern Metropolitan,67
Bentleigh East,3,t,860000,2016,13.9,2,1,131,Southern Metropolitan,11
Bentleigh East,2,u,715000,2016,13.9,1,1,114,Southern Metropolitan,21
Bentleigh East,5,h,1550000,2016,13.9,3,2,296,Southern Metropolitan,9
Bentleigh East,3,u,790000,2016,13.9,1,2,100,Southern Metropolitan,20
Bentleigh East,3,h,1020000,2016,13.9,1,2,144,Southern Metropolitan,56
Bentleigh East,3,h,886000,2016,13.9,2,1,122,Southern Metropolitan,4
Bentleigh East,4,h,1015000,2016,13.9,2,3,198,Southern Metropolitan,19
Bentleigh East,4,h,1255000,2016,13.9,2,2,167,Southern Metropolitan,66
Bentleigh East,3,h,1320000,2016,13.9,1,1,94,Southern Metropolitan,66
Bentleigh East,3,h,870000,2016,13.9,2,1,133,Southern Metropolitan,66
Bentleigh East,4,h,1472500,2016,13.9,2,2,219,Southern Metropolitan,3
Bentleigh East,2,h,640000,2016,13.9,2,2,118,Southern Metropolitan,11
Box Hill,4,h,1620000,2016,13.1,2,2,255,Eastern Metropolitan,76
Box Hill,2,u,645000,2017,13.1,1,1,81,Eastern Metropolitan,52
Box Hill,4,h,1560000,2016,13.1,2,3,167,Eastern Metropolitan,111
Box Hill,3,h,1715000,2016,13.1,2,2,170,Eastern Metropolitan,66
Box Hill,3,h,1200000,2016,13.1,1,2,110,Eastern Metropolitan,66
Box Hill,3,h,1760000,2016,13.1,1,0,151,Eastern Metropolitan,106
Box Hill,3,h,948000,2016,13.1,1,2,108,Eastern Metropolitan,66
Box Hill,4,t,975000,2016,13.1,2,2,158,Eastern Metropolitan,8
Box Hill,3,h,1325000,2016,13.1,1,1,134,Eastern Metropolitan,66
Box Hill,3,h,1400000,2016,13.1,2,1,159,Eastern Metropolitan,76
Box Hill,3,h,1500000,2016,13.1,1,2,106,Eastern Metropolitan,86
Box Hill,4,h,1600000,2016,13.1,2,1,195,Eastern Metropolitan,126
Box Hill,4,h,1461400,2016,13.1,2,2,235,Eastern Metropolitan,89
Box Hill,3,u,775000,2016,13.1,1,1,108,Eastern Metropolitan,36
Box Hill,4,h,1670000,2016,13.1,4,4,162,Eastern Metropolitan,90
Box Hill,3,h,928000,2016,13.1,1,1,106,Eastern Metropolitan,126
Box Hill,2,u,636000,2016,13.1,1,1,82,Eastern Metropolitan,46
Box Hill,3,h,1170000,2016,13.1,1,1,95,Eastern Metropolitan,96
Box Hill,4,h,1670000,2017,13.1,2,2,231,Eastern Metropolitan,93
Box Hill,3,h,857000,2016,13.1,1,1,119,Eastern Metropolitan,86
Box Hill,3,t,822500,2016,13.1,2,1,130,Eastern Metropolitan,16
Braybrook,2,h,645000,2016,10.8,1,1,75,Western Metropolitan,66
Braybrook,3,t,502000,2017,10.8,1,1,106,Western Metropolitan,6
Braybrook,3,u,495000,2016,10.8,2,1,124,Western Metropolitan,10
Braybrook,2,h,868000,2016,10.8,1,4,77,Western Metropolitan,66
Braybrook,4,h,645000,2016,10.8,2,1,154,Western Metropolitan,26
Braybrook,3,h,652000,2016,10.8,2,1,145,Western Metropolitan,6
Braybrook,4,h,850000,2016,10.8,2,2,240,Western Metropolitan,14
Braybrook,3,h,575000,2016,10.8,1,3,98,Western Metropolitan,61
Braybrook,4,h,882000,2016,10.8,2,2,216,Western Metropolitan,8
Braybrook,3,h,730000,2017,10.8,2,2,135,Western Metropolitan,47
Braybrook,4,h,610000,2016,10.8,2,1,154,Western Metropolitan,26
Braybrook,3,h,696000,2017,10.8,1,0,90,Western Metropolitan,57
Braybrook,3,t,579000,2016,10.8,2,1,144,Western Metropolitan,3
Braybrook,3,h,765000,2017,10.8,1,1,105,Western Metropolitan,57
Braybrook,2,t,475000,2017,10.8,1,1,104,Western Metropolitan,37
Braybrook,4,h,550000,2016,10.8,2,1,160,Western Metropolitan,16
Braybrook,3,h,495000,2016,10.8,1,1,138,Western Metropolitan,11
Braybrook,3,h,565000,2016,10.8,2,1,78,Western Metropolitan,46
Brighton,3,h,1635000,2016,11.2,1,2,156,Southern Metropolitan,96
Brighton,3,h,1975000,2016,11.2,1,2,122,Southern Metropolitan,86
Brighton,3,h,1390000,2017,11.2,1,2,137,Southern Metropolitan,42
Brighton,4,h,2905000,2017,11.2,3,1,260,Southern Metropolitan,112
Brighton,2,u,1300000,2017,11.2,2,2,132,Southern Metropolitan,77
Brighton,3,t,1725000,2017,11.2,2,2,225,Southern Metropolitan,20
Brighton,3,h,2100000,2016,11.2,2,2,209,Southern Metropolitan,46
Brighton,2,u,800000,2016,11.2,1,1,74,Southern Metropolitan,56
Brighton,4,h,1761000,2016,11.2,2,3,135,Southern Metropolitan,96
Brighton,5,h,2750000,2016,11.2,3,1,341,Southern Metropolitan,11
Brighton,2,u,892500,2016,11.2,1,2,92,Southern Metropolitan,46
Brighton,4,h,2145000,2016,11.2,2,1,197,Southern Metropolitan,106
Brighton,3,t,1475000,2016,11.2,2,2,163,Southern Metropolitan,16
Brighton,5,h,1562500,2016,11.2,2,2,202,Southern Metropolitan,91
Brighton,3,h,2050000,2016,11.2,3,2,262,Southern Metropolitan,4
Brighton,3,h,1650000,2016,11.2,2,1,143,Southern Metropolitan,106
Brighton,2,h,1570000,2016,11.2,1,0,111,Southern Metropolitan,96
Brighton,3,h,1785000,2016,11.2,2,1,118,Southern Metropolitan,63
Brighton,3,h,1875000,2016,11.2,2,2,170,Southern Metropolitan,25
Brighton,3,u,1266000,2016,11.2,1,2,116,Southern Metropolitan,66
Brighton,5,h,2730000,2016,11.2,3,2,423,Southern Metropolitan,78
Brighton,5,h,2100000,2016,11.2,5,2,219,Southern Metropolitan,96
Brighton,3,h,2375000,2016,11.2,2,2,302,Southern Metropolitan,16
Brighton,3,h,1385000,2016,11.2,1,2,120,Southern Metropolitan,81
Brighton,2,u,858000,2017,11.2,1,1,75,Southern Metropolitan,67
Brighton,4,h,2800000,2017,11.2,2,4,229,Southern Metropolitan,107
Brighton,4,h,2475000,2016,11.2,2,2,274,Southern Metropolitan,96
Brighton,4,h,2700000,2016,11.2,2,2,333,Southern Metropolitan,91
Brighton,2,h,1532000,2016,11.2,1,2,165,Southern Metropolitan,106
Brighton,4,t,1630000,2017,11.2,2,2,196,Southern Metropolitan,17
Brighton,4,h,2640000,2016,11.2,2,2,246,Southern Metropolitan,41
Brighton,1,u,671000,2016,11.2,1,1,74,Southern Metropolitan,36
Brighton,4,t,2250000,2016,11.2,2,2,281,Southern Metropolitan,4
Brighton,3,h,2900000,2016,11.2,1,1,161,Southern Metropolitan,74
Brighton,4,h,2405000,2016,11.2,1,2,142,Southern Metropolitan,46
Brighton,3,u,1352500,2016,11.2,2,1,110,Southern Metropolitan,23
Brighton,4,h,1500000,2016,11.2,2,1,195,Southern Metropolitan,26
Brighton East,4,h,1940000,2016,10.7,2,2,240,Southern Metropolitan,56
Brighton East,4,h,1850000,2016,10.7,2,2,268,Southern Metropolitan,76
Brighton East,3,h,930000,2016,10.7,1,1,117,Southern Metropolitan,86
Brighton East,4,h,1310000,2016,10.7,3,2,213,Southern Metropolitan,8
Brighton East,4,h,2504000,2016,10.7,2,2,183,Southern Metropolitan,66
Brighton East,2,h,1445000,2017,10.7,1,1,126,Southern Metropolitan,77
Brighton East,4,h,1825000,2016,10.7,3,2,594,Southern Metropolitan,43
Brighton East,5,h,1700000,2016,10.7,2,1,274,Southern Metropolitan,81
Brighton East,5,h,1400000,2016,10.7,3,4,235,Southern Metropolitan,86
Brighton East,3,h,1500000,2016,10.7,2,2,228,Southern Metropolitan,16
Brighton East,3,h,1400000,2016,10.7,1,3,182,Southern Metropolitan,66
Brighton East,5,h,1600000,2016,10.7,2,2,245,Southern Metropolitan,71
Brighton East,2,h,1780000,2016,10.7,3,2,119,Southern Metropolitan,81
Brighton East,5,h,1200000,2016,10.7,2,5,270,Southern Metropolitan,96
Brighton East,2,u,775000,2016,10.7,1,1,90,Southern Metropolitan,56
Brighton East,3,h,1480000,2016,10.7,2,2,143,Southern Metropolitan,91
Brighton East,3,h,1590000,2016,10.7,3,2,244,Southern Metropolitan,4
Brighton East,4,h,2840000,2016,10.7,2,2,274,Southern Metropolitan,44
Brighton East,2,h,1000000,2016,10.7,1,2,131,Southern Metropolitan,68
Brighton East,4,h,1700000,2016,10.7,3,4,275,Southern Metropolitan,66
Brighton East,4,h,1920000,2017,10.7,1,1,203,Southern Metropolitan,57
Brighton East,3,h,1301000,2016,10.7,2,2,121,Southern Metropolitan,90
Brighton East,5,h,2550000,2016,10.7,3,2,233,Southern Metropolitan,56
Brighton East,5,h,1915000,2016,10.7,2,0,238,Southern Metropolitan,46
Brighton East,4,h,1650000,2016,10.7,3,2,212,Southern Metropolitan,68
Brighton East,4,h,1530000,2016,10.7,2,1,177,Southern Metropolitan,96
Brighton East,4,h,2050000,2016,10.7,2,4,233,Southern Metropolitan,76
Brighton East,5,h,2550000,2016,10.7,3,2,346,Southern Metropolitan,0
Brighton East,2,u,905000,2016,10.7,1,2,93,Southern Metropolitan,36
Brighton East,3,h,1355000,2016,10.7,1,2,151,Southern Metropolitan,86
Brighton East,2,h,1845000,2016,10.7,1,2,145,Southern Metropolitan,66
Brighton East,5,h,2050000,2016,10.7,3,3,309,Southern Metropolitan,46
Brighton East,3,h,1710000,2016,10.7,3,2,228,Southern Metropolitan,101
Brighton East,3,t,1300000,2016,10.7,2,2,222,Southern Metropolitan,16
Brighton East,4,h,2200000,2016,10.7,2,2,286,Southern Metropolitan,16
Brighton East,4,h,2150000,2016,10.7,3,2,225,Southern Metropolitan,46
Brighton East,1,t,681000,2016,10.7,1,1,60,Southern Metropolitan,4
Brighton East,2,u,692000,2016,10.7,1,1,66,Southern Metropolitan,56
Brighton East,2,u,903000,2016,10.7,1,1,101,Southern Metropolitan,46
Brighton East,4,h,2820000,2016,10.7,4,4,337,Southern Metropolitan,56
Brighton East,2,h,1813000,2016,10.7,1,2,117,Southern Metropolitan,86
Brighton East,5,h,1655000,2016,10.7,2,2,288,Southern Metropolitan,66
Brighton East,3,t,1230000,2016,10.7,2,2,193,Southern Metropolitan,36
Brighton East,4,h,1389000,2016,10.7,1,2,150,Southern Metropolitan,86
Brighton East,4,h,2310000,2016,10.7,2,2,130,Southern Metropolitan,86
Brighton East,2,t,1014000,2016,10.7,1,1,131,Southern Metropolitan,26
Brunswick,2,h,1026000,2016,5.2,1,0,108,Northern Metropolitan,111
Brunswick,4,h,1802500,2016,5.2,3,1,93,Northern Metropolitan,106
Brunswick,4,h,1500000,2016,5.2,3,1,209,Northern Metropolitan,126
Brunswick,4,h,2230000,2017,5.2,2,3,287,Northern Metropolitan,77
Brunswick,3,h,680000,2016,5.2,3,1,100,Northern Metropolitan,0
Brunswick,3,h,950000,2016,5.2,1,0,96,Northern Metropolitan,106
Brunswick,2,h,845500,2016,5.2,1,1,90,Northern Metropolitan,126
Brunswick,2,u,659500,2016,5.2,1,1,85,Northern Metropolitan,46
Brunswick,4,h,1115000,2016,5.2,1,0,139,Northern Metropolitan,116
Brunswick,3,h,1125000,2016,5.2,1,1,91,Northern Metropolitan,106
Brunswick,3,h,855000,2016,5.2,1,1,97,Northern Metropolitan,86
Brunswick,3,t,940000,2016,5.2,2,1,140,Northern Metropolitan,0
Brunswick,2,t,750000,2016,5.2,2,1,88,Northern Metropolitan,3
Brunswick,2,h,1056000,2016,5.2,1,1,108,Northern Metropolitan,106
Brunswick,3,u,880000,2016,5.2,2,1,152,Northern Metropolitan,16
Brunswick,3,h,1222500,2016,5.2,1,0,126,Northern Metropolitan,126
Brunswick,3,t,955000,2017,5.2,2,2,110,Northern Metropolitan,10
Brunswick,2,u,587000,2016,5.2,1,1,65,Northern Metropolitan,46
Brunswick,3,h,1060000,2016,5.2,1,0,121,Northern Metropolitan,81
Brunswick,2,h,890000,2016,5.2,1,1,93,Northern Metropolitan,116
Brunswick,3,h,976000,2016,5.2,2,1,162,Northern Metropolitan,11
Brunswick,2,h,770000,2016,5.2,1,0,87,Northern Metropolitan,106
Brunswick,4,h,1800000,2016,5.2,2,3,180,Northern Metropolitan,116
Brunswick,4,h,1350000,2016,5.2,1,1,151,Northern Metropolitan,76
Brunswick,4,h,1320000,2016,5.2,2,1,156,Northern Metropolitan,96
Brunswick,3,h,825000,2016,5.2,1,1,130,Northern Metropolitan,116
Brunswick,3,h,1261000,2016,5.2,1,1,100,Northern Metropolitan,106
Brunswick,3,h,1045000,2016,5.2,1,2,105,Northern Metropolitan,126
Brunswick,3,h,1050000,2016,5.2,1,1,126,Northern Metropolitan,106
Brunswick,3,h,1691500,2016,5.2,2,3,152,Northern Metropolitan,96
Brunswick,2,h,1075000,2016,5.2,1,0,108,Northern Metropolitan,86
Brunswick,2,u,501000,2017,5.2,1,1,80,Northern Metropolitan,7
Brunswick,3,h,1260000,2017,5.2,1,6,98,Northern Metropolitan,57
Brunswick,3,h,1650000,2017,5.2,1,2,141,Northern Metropolitan,97
Brunswick,2,h,1015000,2017,5.2,1,0,86,Northern Metropolitan,97
Brunswick,1,t,625000,2016,5.2,1,1,114,Northern Metropolitan,86
Brunswick,5,h,2500000,2016,5.2,2,2,266,Northern Metropolitan,126
Brunswick,2,h,860000,2016,5.2,1,1,88,Northern Metropolitan,106
Brunswick,2,u,491000,2016,5.2,1,1,66,Northern Metropolitan,56
Brunswick,3,h,985000,2016,5.2,1,2,89,Northern Metropolitan,76
Brunswick,3,h,1250000,2016,5.2,1,1,162,Northern Metropolitan,126
Brunswick,3,h,860000,2016,5.2,1,1,104,Northern Metropolitan,126
Brunswick,2,h,705000,2016,5.2,1,1,68,Northern Metropolitan,106
Brunswick,3,h,880000,2016,5.2,1,1,117,Northern Metropolitan,101
Brunswick,2,t,754000,2016,5.2,2,1,105,Northern Metropolitan,16
Brunswick,3,h,1510000,2017,5.2,1,0,150,Northern Metropolitan,97
Brunswick,2,t,801000,2017,5.2,2,1,87,Northern Metropolitan,10
Brunswick,3,t,820000,2017,5.2,2,2,126,Northern Metropolitan,6
Brunswick,3,h,1170000,2016,5.2,1,0,104,Northern Metropolitan,126
Brunswick,4,h,1790000,2016,5.2,1,1,129,Northern Metropolitan,96
Brunswick,3,t,640000,2016,5.2,2,1,118,Northern Metropolitan,16
Brunswick,4,h,1875000,2016,5.2,2,2,207,Northern Metropolitan,58
Brunswick,3,t,705000,2016,5.2,1,1,111,Northern Metropolitan,4
Brunswick,4,h,1217000,2016,5.2,1,0,127,Northern Metropolitan,96
Brunswick,3,h,1020000,2016,5.2,1,3,119,Northern Metropolitan,73
Brunswick,3,h,1340000,2016,5.2,1,1,132,Northern Metropolitan,106
Brunswick,4,h,1410000,2016,5.2,2,1,214,Northern Metropolitan,100
Brunswick,3,h,1550000,2016,5.2,1,1,126,Northern Metropolitan,116
Brunswick,3,h,740000,2016,5.2,2,1,122,Northern Metropolitan,6
Brunswick,2,h,765000,2016,5.2,1,1,120,Northern Metropolitan,136
Brunswick,1,h,772000,2016,5.2,1,1,82,Northern Metropolitan,126
Brunswick,3,h,1210000,2016,5.2,2,1,130,Northern Metropolitan,126
Brunswick,4,h,1755000,2016,5.2,2,1,199,Northern Metropolitan,106
Brunswick,2,h,945000,2016,5.2,1,2,103,Northern Metropolitan,106
Brunswick,2,h,755000,2016,5.2,1,1,157,Northern Metropolitan,86
Brunswick West,2,u,471000,2017,5.9,1,1,60,Northern Metropolitan,47
Brunswick West,3,h,955000,2016,5.9,1,0,93,Northern Metropolitan,86
Brunswick West,5,h,1350000,2016,5.9,2,2,321,Northern Metropolitan,19
Brunswick West,3,h,810000,2016,5.9,1,2,95,Northern Metropolitan,66
Brunswick West,3,h,793000,2016,5.9,1,0,119,Northern Metropolitan,81
Brunswick West,2,u,400000,2016,5.9,1,1,64,Northern Metropolitan,56
Brunswick West,3,t,797500,2017,5.9,2,2,155,Northern Metropolitan,7
Brunswick West,3,h,1300000,2016,5.9,1,2,135,Northern Metropolitan,116
Brunswick West,3,h,1330000,2016,5.9,1,2,101,Northern Metropolitan,86
Brunswick West,7,h,1205000,2016,5.9,3,1,287,Northern Metropolitan,34
Brunswick West,3,h,1095000,2016,5.9,1,1,168,Northern Metropolitan,81
Brunswick West,2,h,711000,2016,5.9,1,1,87,Northern Metropolitan,106
Brunswick West,2,u,370000,2017,5.9,1,1,59,Northern Metropolitan,57
Brunswick West,5,h,1200000,2016,5.9,2,3,193,Northern Metropolitan,96
Brunswick West,2,u,537000,2016,5.9,1,1,66,Northern Metropolitan,56
Brunswick West,3,h,910000,2016,5.9,1,2,141,Northern Metropolitan,66
Brunswick West,4,h,921500,2016,5.9,1,1,165,Northern Metropolitan,86
Brunswick West,2,h,1315000,2016,5.9,1,2,116,Northern Metropolitan,86
Brunswick West,2,t,735000,2016,5.9,1,2,109,Northern Metropolitan,12
Brunswick West,4,h,1000000,2016,5.9,1,1,148,Northern Metropolitan,81
Brunswick West,4,h,1700000,2017,5.9,2,2,184,Northern Metropolitan,97
Brunswick West,2,h,820000,2016,5.9,1,1,98,Northern Metropolitan,116
Brunswick West,3,t,815000,2016,5.9,1,2,123,Northern Metropolitan,17
Brunswick West,4,h,1150000,2016,5.9,1,2,169,Northern Metropolitan,106
Brunswick West,2,h,816000,2016,5.9,2,1,115,Northern Metropolitan,86
Brunswick West,4,h,970000,2016,5.9,3,2,150,Northern Metropolitan,91
Bulleen,3,u,851000,2016,11.8,1,2,140,Eastern Metropolitan,16
Bulleen,4,h,1300000,2016,11.8,1,2,180,Eastern Metropolitan,56
Bulleen,4,h,1235000,2016,11.8,2,2,214,Eastern Metropolitan,59
Bulleen,4,h,1303000,2017,11.8,2,2,197,Eastern Metropolitan,37
Bulleen,3,h,880000,2016,11.8,2,2,190,Eastern Metropolitan,56
Bulleen,3,t,975000,2016,11.8,2,2,226,Eastern Metropolitan,3
Bulleen,3,h,990000,2016,11.8,2,1,180,Eastern Metropolitan,66
Bulleen,4,h,1225000,2016,11.8,2,2,159,Eastern Metropolitan,46
Bulleen,5,h,1490000,2016,11.8,3,2,304,Eastern Metropolitan,41
Bulleen,3,h,905000,2016,11.8,3,2,165,Eastern Metropolitan,51
Bulleen,4,h,1085000,2016,11.8,2,1,225,Eastern Metropolitan,56
Bulleen,3,u,787000,2017,11.8,1,2,100,Eastern Metropolitan,32
Bulleen,3,h,1075000,2016,11.8,1,1,96,Eastern Metropolitan,56
Bulleen,4,h,1302000,2016,11.8,2,2,245,Eastern Metropolitan,20
Bulleen,4,h,1000000,2016,11.8,2,3,212,Eastern Metropolitan,46
Bulleen,4,h,1300000,2017,11.8,2,2,300,Eastern Metropolitan,32
Bulleen,3,h,990000,2016,11.8,1,2,175,Eastern Metropolitan,41
Bulleen,4,h,1100000,2016,11.8,2,2,212,Eastern Metropolitan,41
Bulleen,2,h,903000,2016,11.8,1,1,140,Eastern Metropolitan,51
Burwood,5,h,1590000,2016,11.7,3,2,253,Southern Metropolitan,76
Burwood,4,h,1890000,2016,11.7,2,2,111,Southern Metropolitan,56
Burwood,3,u,1022500,2016,11.7,2,2,130,Southern Metropolitan,16
Burwood,3,h,1755000,2016,11.7,1,1,145,Southern Metropolitan,46
Burwood,3,h,1300000,2016,11.7,1,1,136,Southern Metropolitan,66
